state,question,choice,answer,pct
AL,35,a,"[[g]] as in the middle consonant of ""measure""",41.38
AL,35,b,"[[dg]] as in ""edge""",50.43
AL,35,c,I use both interchangeably,6.9
AL,35,d,other,1.29
AL,36,a,"[s] as in ""sock""",50.21
AL,36,b,"[[sh]] as in ""shock""",48.5
AL,36,c,other,1.29
AL,37,a,I pronounce the h,97.85
AL,37,b,I don't pronounce the h,0.86
AL,37,c,I can pronounce the h or not,0.86
AL,37,d,other,0.43
AL,38,a,"[s] as in ""sock""",77.68
AL,38,b,"[[sh]] as in ""shock""",21.03
AL,38,c,other,1.29
AL,39,a,[s],83.69
AL,39,b,[z],16.31
AL,40,a,with [kw],65.52
AL,40,b,"with [k] (""cor-ter"")",27.59
AL,40,c,I use both interchangeably,6.47
AL,40,d,other,0.43
AL,41,a,spicket,22.84
AL,41,b,spigot,33.19
AL,41,c,I use both interchangeably,4.74
AL,41,d,"I say ""spicket"" but spell it ""spigot""",13.79
AL,41,e,I use both with different meanings (please explain how in the comments box),0.43
AL,41,f,I don't use either version of this word,22.84
AL,41,g,other,2.16
AL,42,a,"the ""g"" is pronounced as [g]",33.19
AL,42,b,"the ""g"" is pronounced as [k]",44.4
AL,42,c,"the ""g"" is silent",22.41
AL,43,a,[s],79.74
AL,43,b,[z],14.66
AL,43,c,either one,5.17
AL,43,d,other,0.43
AL,44,a,CREAM cheese (stress on the first syllable),41.38
AL,44,b,cream CHEESE (stress on the second syllable),29.74
AL,44,c,it sounds right either way,25.86
AL,44,d,other,3.02
AL,45,a,INsurance (stress on the first syllable),28.26
AL,45,b,inSURance (stress on the second syllable),52.61
AL,45,c,I can stress either the first or the second syllable,18.7
AL,45,d,other,0.43
AL,46,a,NEW Haven,57.83
AL,46,b,New HAVEN,28.26
AL,46,c,I use both interchangeably,11.3
AL,46,d,other,2.61
AL,47,a,THANKSgiving,56.96
AL,47,b,ThanksGIVing,26.52
AL,47,c,I use both interchangeably,15.22
AL,47,d,other,1.3
AL,48,a,UMbrella,40.69
AL,48,b,umBRELLa,59.31
AL,49,a,dragged,53.71
AL,49,b,drug,33.62
AL,49,c,I use both interchangeably,11.79
AL,49,d,other,0.87
AL,50,a,you all,8.77
AL,50,c,you lot,0.44
AL,50,d,you guys,10.53
AL,50,g,you,5.7
AL,50,h,other,1.75
AL,50,i,y'all,72.81
AL,51,a,yes,15.86
AL,51,b,no,83.26
AL,51,c,other,0.88
AL,52,a,yes,39.13
AL,52,b,no,38.7
AL,52,c,"I can use ""where are you at"" in contexts such as asking someone how s/he is coming along on a project, but not in the general sense of ""where are you physically located in the world at this moment"".",22.17
AL,53,a,yes (please consider adding which combinations of modals you use in the comments box),45.85
AL,53,b,no,52.84
AL,53,c,other,1.31
AL,54,a,"this use of ""anymore"" is acceptable",3.93
AL,54,b,"this use of ""anymore"" is unacceptable",93.89
AL,54,c,not sure,2.18
AL,55,a,acceptable,3.95
AL,55,b,unacceptable,92.11
AL,55,c,not sure,3.95
AL,56,a,acceptable,20.52
AL,56,b,unacceptable,74.67
AL,56,c,not sure,4.8
AL,57,a,acceptable,28.82
AL,57,b,unacceptable,64.19
AL,57,c,not sure,6.99
AL,58,a,tag sale,0.44
AL,58,l,patio sale,0.44
AL,58,m,other,3.93
AL,58,b,yard sale,63.32
AL,58,c,garage sale,31.44
AL,58,d,rummage sale,0.44
AL,59,a,mumblety-peg,5.22
AL,59,j,numblety peg,0.43
AL,59,m,stick-knife,2.17
AL,59,n,stick-frog,0.43
AL,59,p,chicken,4.35
AL,59,r,splits,0.43
AL,59,s,Russian roulette,2.17
AL,59,b,mumbledy-peg,6.09
AL,59,t,"I have never heard of this ""game"" and have no idea what it's called",53.04
AL,59,u,other (state here if you have heard one or more of these terms but never knew what they meant),10.0
AL,59,c,mumbly peg,12.17
AL,59,d,mumbly pegs,0.87
AL,59,e,mumblely peg (with 2 l's),1.74
AL,59,f,mumble peg,0.87
AL,60,a,berm,2.19
AL,60,d,terrace,0.44
AL,60,e,curb strip,7.02
AL,60,g,verge,2.19
AL,60,h,I have no word for this,81.14
AL,60,i,other,7.02
AL,61,a,boulevard,3.11
AL,61,b,midway,1.78
AL,61,c,traffic island,4.0
AL,61,d,island,31.11
AL,61,e,neutral ground,0.44
AL,61,f,I have no word for this,22.22
AL,61,g,other,37.33
AL,62,a,median strip,2.63
AL,62,j,other,0.44
AL,62,b,median,93.42
AL,62,d,mall,0.44
AL,62,g,island,1.32
AL,62,i,I have no word for this,1.75
AL,63,a,milkshake/shake,98.7
AL,63,b,frappe,0.43
AL,63,d,velvet,0.43
AL,63,e,thick shake,0.43
AL,64,a,sub,86.46
AL,64,j,I have no word for this,0.44
AL,64,k,other,1.75
AL,64,b,grinder,0.44
AL,64,c,hoagie,3.49
AL,64,d,hero,0.44
AL,64,e,poor boy,6.55
AL,64,g,Italian sandwich,0.44
AL,65,a,lightning bug,62.28
AL,65,b,firefly,2.63
AL,65,c,I use lightning bug and firefly interchangeably,33.77
AL,65,f,other,1.32
AL,66,a,crawfish,54.59
AL,66,b,crayfish,1.31
AL,66,c,craw,0.87
AL,66,e,crawdad,35.37
AL,66,f,mudbug,0.44
AL,66,g,I have no word for this critter,2.18
AL,66,h,other,5.24
AL,67,a,daddy long leg(s),69.2
AL,67,l,other,26.79
AL,67,e,granddaddy,4.02
AL,68,a,grandmother,16.89
AL,68,b,granny,15.07
AL,68,c,grandma,23.74
AL,68,d,nana,4.11
AL,68,e,mimi,0.91
AL,68,f,grammy/grammie/grammi,0.91
AL,68,g,other,38.36
AL,69,a,grandmother,17.13
AL,69,b,granny,14.81
AL,69,c,grandma,21.76
AL,69,d,gramma,5.56
AL,69,e,nana,2.31
AL,69,f,other,38.43
AL,70,a,gramps,0.45
AL,70,b,grandpa,14.09
AL,70,c,grampa,4.55
AL,70,d,"grandad, granddad",10.45
AL,70,e,pap,1.82
AL,70,f,"I spell it ""grandpa"" but pronounce it as ""grampa""",8.64
AL,70,g,other (including if you use a different term to address him directly than you do when speaking about him to a third party),60.0
AL,71,a,gramps,0.49
AL,71,b,grandpa,20.2
AL,71,c,grampa,8.37
AL,71,d,pap,1.48
AL,71,e,other,69.46
AL,72,a,dust bunnies,73.78
AL,72,b,dust kittens,0.89
AL,72,c,dust mice,1.78
AL,72,e,dust balls,18.67
AL,72,f,other,4.89
AL,73,a,sneakers,15.35
AL,73,j,I have no general word for this,0.44
AL,73,k,other,2.63
AL,73,b,shoes,3.95
AL,73,c,gymshoes,2.19
AL,73,f,tennis shoes,73.68
AL,73,g,running shoes,0.88
AL,73,i,trainers,0.88
AL,74,a,pill bug,0.88
AL,74,j,millipede,0.44
AL,74,k,centipede,0.44
AL,74,l,"I know what this creature is, but have no word for it",1.32
AL,74,m,I have no idea what this creature is,2.63
AL,74,n,other,1.75
AL,74,b,doodle bug,3.07
AL,74,c,potato bug,0.88
AL,74,d,roly poly,87.72
AL,74,e,sow bug,0.44
AL,74,f,basketball bug,0.44
AL,75,a,shopping cart,40.53
AL,75,c,grocery cart,13.66
AL,75,e,carriage,0.44
AL,75,f,buggy,40.97
AL,75,h,other,4.41
AL,76,a,kitty-corner,17.9
AL,76,c,catercorner,3.06
AL,76,d,catty-corner,61.57
AL,76,e,kitty cross,0.44
AL,76,f,kitty wampus,1.31
AL,76,g,"I can only use ""diagonal"" for this",9.17
AL,76,h,I have no term for this,2.18
AL,76,i,other,4.37
AL,77,a,doing donuts,87.21
AL,77,c,whipping shitties,0.46
AL,77,d,other,12.33
AL,78,a,scratch paper,39.74
AL,78,b,scrap paper,18.34
AL,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",40.17
AL,78,d,other,1.75
AL,79,a,highway,59.46
AL,79,j,other,9.01
AL,79,b,freeway,10.36
AL,79,c,parkway,0.45
AL,79,d,turnpike,0.45
AL,79,e,expressway,1.35
AL,79,g,a freeway is bigger than a highway,4.95
AL,79,i,"a freeway has limited access (no stop lights, no intersections), whereas a highway can have stop lights and intersections",13.96
AL,80,a,sunshower,10.48
AL,80,b,the wolf is giving birth,0.44
AL,80,c,the devil is beating his wife,46.29
AL,80,e,fox's wedding,0.44
AL,80,g,liquid sun,0.87
AL,80,h,I have no term or expression for this,38.86
AL,80,i,other,2.62
AL,81,a,goose bumps,80.09
AL,81,b,goose flesh,0.44
AL,81,c,goose pimples,3.54
AL,81,d,chill bumps,13.72
AL,81,f,chilly bumps,0.44
AL,81,g,cold-chill bumps,0.44
AL,81,h,other,1.33
AL,82,a,crackling,1.32
AL,82,j,eye crunchie,0.44
AL,82,k,eye crusties,0.88
AL,82,l,sand,3.07
AL,82,n,gunk,3.51
AL,82,o,matter,3.95
AL,82,p,I have no word for this,2.19
AL,82,q,other,7.89
AL,82,b,sleep,48.68
AL,82,c,sleeper,2.63
AL,82,d,sleepy,7.02
AL,82,e,sleepies,3.51
AL,82,g,sleepy bugs,0.44
AL,82,h,eye booger,14.04
AL,82,i,eye shit,0.44
AL,83,a,gut,3.32
AL,83,b,crypt course,3.32
AL,83,c,crip course,48.82
AL,83,d,bird,1.42
AL,83,e,blow-off,12.32
AL,83,g,other,30.81
AL,84,a,rotary,2.63
AL,84,b,roundabout,28.95
AL,84,c,circle,9.65
AL,84,d,traffic circle,29.82
AL,84,e,traffic circus,0.44
AL,84,f,I have no word for this,26.32
AL,84,g,other,2.19
AL,85,a,(hair) elastic,4.11
AL,85,b,rubber band,38.81
AL,85,c,horsetail,0.46
AL,85,d,hair thing,13.7
AL,85,e,hair tie,16.44
AL,85,f,other,26.48
AL,86,a,yes,24.89
AL,86,b,"no, but I know what it means",45.41
AL,86,c,I have no idea what this means,29.69
AL,87,a,yes,56.58
AL,87,b,"no, but I know what it means",36.4
AL,87,c,I have no idea what this means,7.02
AL,88,a,duck-footed,18.86
AL,88,b,slue-footed,16.67
AL,88,c,splay-footed,4.82
AL,88,d,bow-legged,31.14
AL,88,e,toed out,1.75
AL,88,f,other,2.63
AL,88,g,I have no word for this,24.12
AL,89,a,yes,77.73
AL,89,b,"yes, but I can also use it in other forms such as apple slaw or broccoli slaw",8.73
AL,89,c,no,12.66
AL,89,d,I have never heard that usage before,0.87
AL,90,a,coffin,50.22
AL,90,b,casket,34.8
AL,90,c,"a coffin and a casket are not the same, and I know the difference",8.81
AL,90,d,other,6.17
AL,91,a,vinegar and oil,8.73
AL,91,b,oil and vinegar,75.98
AL,91,c,both sound equally good to me,11.35
AL,91,d,neither,3.49
AL,91,e,other,0.44
AL,92,a,Chinese lane change,3.74
AL,92,b,Chinese fire drill,13.9
AL,92,c,other,82.35
AL,93,a,on line,0.44
AL,93,b,in line,98.25
AL,93,c,both sound equally good,0.88
AL,93,d,neither,0.44
AL,94,a,frosting,17.18
AL,94,b,icing,40.53
AL,94,c,"icing is thinner than frosting, white, and/or made of powdered sugar and milk or lemon juice",9.25
AL,94,d,both,32.6
AL,94,f,other,0.44
AL,95,a,New York City,49.76
AL,95,b,Boston,0.97
AL,95,c,DC,1.45
AL,95,d,LA,0.48
AL,95,e,Chicago,0.97
AL,95,f,other,46.38
AL,96,a,"supper is an evening meal while dinner is eaten earlier (lunch, for example)",27.63
AL,96,b,"supper is an evening meal, dinner is the main meal",10.53
AL,96,c,dinner takes place in a more formal setting than supper,10.09
AL,96,d,there is no distinction; they both have the same meaning,26.75
AL,96,e,I do not use the term supper,17.54
AL,96,f,I don't use the term dinner,1.75
AL,96,g,other,5.7
AL,97,a,trash can,42.29
AL,97,b,garbage can,29.07
AL,97,c,rubbish bin,0.44
AL,97,d,waste(paper) basket,0.44
AL,97,e,These words refer to different things,25.99
AL,97,f,other,1.76
AL,98,a,By accident,71.93
AL,98,b,On accident,14.47
AL,98,c,both,9.21
AL,98,d,neither,1.32
AL,98,e,other,3.07
AL,99,a,frontage road,10.09
AL,99,b,service road,51.32
AL,99,c,access road,21.93
AL,99,d,feeder road,0.88
AL,99,e,gateway,0.44
AL,99,f,we have them but I have no word for them,7.89
AL,99,g,I've never heard of this concept,3.51
AL,99,h,other,3.95
AL,100,a,cut the grass,50.89
AL,100,b,cut the lawn,1.79
AL,100,c,mow the grass,8.48
AL,100,d,mow the lawn,29.46
AL,100,e,other,9.38
AL,101,a,pass in,3.52
AL,101,b,hand in,71.81
AL,101,c,both,15.42
AL,101,d,neither,0.88
AL,101,e,other,8.37
AL,102,a,waterbug,49.78
AL,102,j,I have no word for this,24.67
AL,102,k,other,1.76
AL,102,c,waterstrider,8.81
AL,102,e,water-spider,9.25
AL,102,f,watercrawler,0.44
AL,102,g,water beetle,1.76
AL,102,i,skimmer,3.52
AL,103,c,drinking fountain,6.64
AL,103,d,water fountain,93.36
AL,104,a,the subway,88.94
AL,104,b,"the L, or the El",0.44
AL,104,c,the T,1.77
AL,104,d,the metro,4.87
AL,104,e,BART,0.88
AL,104,f,other,3.1
AL,105,a,soda,17.98
AL,105,j,other,5.26
AL,105,b,pop,1.75
AL,105,c,coke,61.84
AL,105,e,soft drink,10.53
AL,105,g,cocola,2.63
AL,106,a,tp'ing,11.89
AL,106,b,rolling,77.97
AL,106,c,toilet papering,4.85
AL,106,d,wrapping,0.44
AL,106,e,papering,1.76
AL,106,g,I have no word for this,0.44
AL,106,h,other,2.64
AL,107,a,rubberneck,2.63
AL,107,j,other,3.07
AL,107,b,rubbernecking,17.54
AL,107,c,"rubbernecking is the activity (slowing down and gawking) that causes the traffic jam, but I have no word for the traffic jam itself",63.6
AL,107,d,gapers' block,0.44
AL,107,f,Lookie Lou,0.88
AL,107,g,curiosity delay,0.88
AL,107,h,gawk block,0.88
AL,107,i,I have no word for this,10.09
AL,108,a,"[æ] as in ""sat""",94.71
AL,108,c,"[e:] as in ""say""",3.96
AL,108,d,other,1.32
AL,109,a,bag,70.18
AL,109,b,sack,25.88
AL,109,c,poke,0.44
AL,109,d,other,3.51
AL,110,b,trick night,0.44
AL,110,c,mischief night,0.88
AL,110,f,devil's night,3.51
AL,110,g,devil's eve,0.88
AL,110,h,I have no word for this,89.91
AL,110,i,other,4.39
AL,111,a,end,29.96
AL,111,b,heel,42.29
AL,111,c,crust,17.18
AL,111,e,butt,4.41
AL,111,g,I have no word for this,1.76
AL,111,h,other,4.41
AL,112,a,barbituate,81.86
AL,112,b,barbiturate,6.19
AL,112,c,I don't use either of these,10.62
AL,112,d,other,1.33
AL,113,a,f,37.28
AL,113,b,p,60.53
AL,113,c,other,2.19
AL,114,a,[s],31.58
AL,114,b,[z],66.67
AL,114,c,other,1.75
AL,115,a,a moot point,83.7
AL,115,b,a mute point,7.93
AL,115,c,either one of the above,1.76
AL,115,d,I have no idea,6.17
AL,115,e,other,0.44
AL,116,a,"[sp] (as in ""desperate"")",69.6
AL,116,b,"[zb] (rhymes with ""lesbian"")",27.75
AL,116,c,other,2.64
AL,117,a,basement,74.12
AL,117,b,cellar,0.44
AL,117,c,"I use both, and they mean the same thing",2.63
AL,117,d,"A basement is finished (for example with plastered or painted walls, carpets, etc.), whereas a cellar is unfinished (made up of bare stone or cement, used only for storage).",15.79
AL,117,e,"A cellar has an outside entrance (some call this a ""bulkhead""), whereas a basement does not",5.7
AL,117,f,other,1.32
AL,118,a,brew thru,2.68
AL,118,b,party barn,0.45
AL,118,c,bootlegger,1.79
AL,118,d,beer barn,0.89
AL,118,e,beverage barn,0.89
AL,118,f,"we have these in my area, but we have no special term for them",36.16
AL,118,g,I have never heard of such a thing,44.2
AL,118,h,other,12.95
AL,119,a,take-out,60.09
AL,119,b,carry-out,6.14
AL,119,c,either take-out or carry-out,29.82
AL,119,d,other,3.95
AL,120,a,dibs,16.81
AL,120,b,shotgun,74.34
AL,120,d,high hosey,0.44
AL,120,e,I have no term for this,7.52
AL,120,f,other,0.88
AL,121,a,ogle,42.73
AL,121,b,oogle,11.45
AL,121,c,"oggle (pronounced to rhyme with ""boggle"", but may still be spelled ""ogle"")",24.67
AL,121,d,I use both oogle and ogle interchangeably,3.52
AL,121,e,"I use both ogle and ""oggle""",1.32
AL,121,f,I have no word for this activity,12.33
AL,121,g,other,3.96
AL,122,a,"expecially (or ""ecspecially"" or ""ekspecially"")",5.73
AL,122,b,especially,90.31
AL,122,c,I use both interchangeably,1.76
AL,122,d,neither,0.44
AL,122,e,other,1.76
AR,1,a,"[ɑ] as in ""ah""",2.11
AR,1,b,"[æ] as in ""ant""",85.21
AR,1,c,"[ɔ] as in ""caught""",0.7
AR,1,e,"I pronounce it the same as ""ain't""",3.52
AR,1,f,"I use [ɑ/ɔ] when referring to the general concept of an aunt, but [æ] when referring to a specific person by name.",5.63
AR,1,g,"I use [æ] when referring to the general concept of an aunt, but [ɑ/ɔ] when referring to a specific person by name.",1.41
AR,1,h,other,1.41
AR,2,a,"[ɪ] as in ""sit""",72.26
AR,2,b,"[i:] as in ""see""",4.38
AR,2,c,"[ɛ] as in ""set""",18.98
AR,2,d,other,4.38
AR,3,a,"[o:] as in ""Bo""",51.41
AR,3,b,"[u:] as in ""boo""",45.07
AR,3,c,"I have seen this word in print, but have no idea how to pronounce it",2.82
AR,3,d,I have never seen or heard this word,0.7
AR,4,a,"with 2 syllables (""car-ml"")",48.23
AR,4,b,"with 3 syllables (""carra-mel"")",26.95
AR,4,c,I use both interchangeably,17.02
AR,4,d,"I have both forms, but the two have different meanings (please state how in the comments box)",4.26
AR,4,e,other,3.55
AR,5,a,"[i:] as in ""see""",15.71
AR,5,b,"[ɪ] as in ""sit""",77.86
AR,5,c,other,6.43
AR,6,a,"[ɑ] as in ""car"" (""sen-tar"")",57.55
AR,6,b,"[ɔ] as in ""caught""",8.63
AR,6,c,"I use the same vowel in ""car"", ""caught"", and ""centaur""",20.86
AR,6,d,"rhymes with ""sore"" and ""more"" (""sen-tore"")",11.51
AR,6,e,other,1.44
AR,7,a,"with [u:] as in ""coop"" (""coopon"")",50.0
AR,7,b,"with [ju:] as in ""cute"" (""cyoopon"")",48.59
AR,7,c,other,1.41
AR,8,a,"[ɛ] as in ""set""",57.14
AR,8,b,"[e:] as in ""say""",21.43
AR,8,c,"I say something in between the vowels in ""set"" and ""say"", but closer to the one in ""say""",5.71
AR,8,d,"I say something in between the vowels in ""set"" and ""say"", but closer to the one in ""set""",14.29
AR,8,e,other,1.43
AR,9,a,"[æ] as in ""man"" (1 syllable, ""cran"")",3.55
AR,9,b,"[ejɑ] (2 syllables, ""cray-ahn"")",43.26
AR,9,c,"[ejɔ] (2 syllables, ""cray-awn"", where the second syllable rhymes with ""dawn"")",50.35
AR,9,d,"[aw] (I pronounce this the same as ""crown"")",2.13
AR,9,e,other,0.71
AR,10,a,"[i:] as in ""see""",95.77
AR,10,b,"[ɪ] as in ""sit""",2.11
AR,10,c,I use both interchangeably,1.41
AR,10,e,"I use both, but they mean two different things (please state how they differ in the comments box)",0.7
AR,11,a,"[o:] as in ""flow"" (""flow-ri-da"")",2.82
AR,11,b,"[ɑ] as in ""ah"" (""flah-ri-da"")",9.86
AR,11,c,"[ɔ] as in ""saw"" (""flaw-ri-da"")",8.45
AR,11,d,"[[backwardsc]] as in ""sore"" (""flore-i-da"")",76.06
AR,11,e,other,2.82
AR,12,a,"[ə] as in ""bird"" (""flurr-ish"")",72.34
AR,12,b,"[[backwardsc]] as in ""sore"" (""flore-ish"")",17.73
AR,12,c,"[[caret]] as in ""sun"" (""fluh-rish"")",7.8
AR,12,d,other (including if you use one pronunciation for the verb and a different pronunciation for the noun),2.13
AR,13,a,"[i:] as in ""see""",12.06
AR,13,b,"[ɪ] as in ""sit""",85.82
AR,13,c,other,2.13
AR,14,a,"with [[backwardsc]j] as in ""boy"" (""loyer"")",17.61
AR,14,b,"with [ɔ] as in ""saw"" (""law-yer"")",74.65
AR,14,c,I use both interchangeably,7.04
AR,14,d,other,0.7
AR,15,a,all 3 are the same,72.54
AR,15,b,all 3 are different,2.82
AR,15,c,Mary and merry are the same; marry is different,7.04
AR,15,d,merry and marry are the same; Mary is different,0.7
AR,15,e,Mary and marry are the same; merry is different,16.9
AR,16,a,"with [æ] as in ""man"" (2 syllables--""man-aze"")",60.28
AR,16,b,"with [ejə] (3 syllables--""may-uh-naze"")",28.37
AR,16,c,I use both interchangeably,8.51
AR,16,d,other,2.84
AR,17,a,"[i:] as in ""near""",54.68
AR,17,b,"[ɪ] as in ""knit""",33.81
AR,17,c,"[ɛ] as in ""net""",2.16
AR,17,d,I say something in between [ɪ] and [ɛ],8.63
AR,17,e,other,0.72
AR,18,a,mischievous (3 syllables),39.29
AR,18,b,mischievious (4 syllables),37.14
AR,18,c,"I write ""mischievous"" but say ""mischievious""",6.43
AR,18,d,I use both,16.43
AR,18,e,other,0.71
AR,19,a,"[e:] as in ""say""",61.27
AR,19,b,"[i:] as in ""see""",17.61
AR,19,c,"I use [e:] with the words in isolation, but [i:] in compounds (such as ""Sunday school"")",16.9
AR,19,d,"other (e.g. do you use one vowel in some day names, and another in the other names?)",4.23
AR,20,a,"[æ] as in ""jam""",20.57
AR,20,b,"[ɑ] as in ""father""",78.01
AR,20,c,other,1.42
AR,21,a,"[pi:kæn] with stress on the first syllable (""PEE-can"")",0.7
AR,21,b,"[pi:kæn] with stress on the second syllable (""pee-CAN"")",2.82
AR,21,c,"[pi:kɑn] with stress on the first syllable (""PEE-Kahn"")",7.75
AR,21,d,"[pi:kɑn] with stress on the second syllable (""pee-KAHN"")",35.21
AR,21,e,"[pɪkæn] (""pick Ann"")",1.41
AR,21,f,"[pɪkɑn] (""pick Ahn"")",41.55
AR,21,g,"I pronounce it differently when it's alone than when it's in a compound like ""pecan pie"" (please state how you pronounce the two variants in the comments box)",0.7
AR,21,h,other,9.86
AR,22,a,one syllable,21.13
